Time,Damp2000_FX,Damp2010_FX,Damp3000_FX,Damp3010_FX
29.822,24633.2949,23961.3398,24568.1152,23893.1855
29.832,43544.5781,43040.207,43484.0938,42978.2305
29.842,60013.2109,59636.3516,59950.9492,59573.1289
29.852,73319.4922,73112.4688,73255.5156,73047.8984
29.862,82745.8594,82676.5938,82677.1016,82607.4219
29.872,88382.6484,88454.5078,88307.4531,88379.0547
29.882,91038.6875,91191.3281,90955.0781,91107.5703
29.892,90683.8281,90968.2266,90589.5625,90873.9688
29.902,86489.3125,86900.2812,86379.7891,86790.9844
29.912,79411.2656,79897.4297,79280.7734,79767.4219
29.922,69438.5312,70054.2344,69276.9453,69893.7344
29.932,54784.3008,55612.3789,54565.0625,55395.9961
29.942,32852,34096.6133,32465.6738,33723.8594
29.952,-22681.168,-21235,-23229.7539,-21820.9434
29.962,-41669.8672,-40995.1641,-42019.457,-41351.832
29.972,-53595.6758,-53228.3945,-53894.1094,-53529.5508
29.982,-61794.7305,-61608.4258,-62058.8984,-61873.543
29.992,-68553.3828,-68380.7812,-68804.5,-68632.8438
30.002,-75930.375,-75759.2344,-76166.1406,-75995.7266
30.012,-83952.9766,-83773.7656,-84176.4375,-83997.9219
30.022,-92269.7969,-92110.4375,-92481.2344,-92322.4062
30.032,-100177.914,-100053.195,-100380.742,-100256.422
30.042,-107019.414,-106951.438,-107216.062,-107148.32
30.052,-112913.766,-112871.32,-113106.758,-113064.484
30.062,-118027.102,-118026.164,-118217.539,-118216.672
30.072,-121855.789,-121897.531,-122045.867,-122087.609
30.082,-125942.734,-125932.953,-126131.695,-126121.969
30.092,-130987.195,-130967.711,-131173.734,-131154.312
30.102,-135808.438,-135811.391,-135992.703,-135995.672
30.112,-140050.75,-140073.547,-140233.531,-140256.328
30.122,-143380.859,-143442.781,-143563.094,-143624.953
30.132,-145778.531,-145862.375,-145961.25,-146044.984
30.142,-147222.422,-147343.578,-147406.484,-147527.484
30.152,-147396.688,-147555.125,-147583.5,-147741.719
30.162,-146658.25,-146825.641,-146848.672,-147015.812
30.172,-146110.312,-146243.266,-146303.938,-146436.688
30.182,-146006.469,-146133.719,-146202.469,-146329.531
30.192,-145063.922,-145234.797,-145263.25,-145433.859
30.202,-143054.109,-143236.094,-143258,-143439.688
30.212,-140713.734,-140887.25,-140922.594,-141095.812
30.222,-138717.766,-138856.75,-138930.953,-139069.672
30.232,-137370.562,-137484.375,-137586.969,-137700.562
30.242,-136024.016,-136142.156,-136243.438,-136361.344
30.252,-134760.875,-134851.25,-134983.016,-135073.188
30.262,-134225.812,-134283.766,-134449.234,-134507.047
30.272,-133861.391,-133924.531,-134085.609,-134148.609
30.282,-133479.047,-133523.25,-133703.812,-133747.906
30.292,-133882.641,-133888.031,-134106.453,-134111.797
30.302,-134423.25,-134452.781,-134645.641,-134675.078
30.312,-133612.844,-133697.562,-133835.766,-133920.312
30.322,-131583.688,-131683.594,-131808.922,-131908.594
30.332,-129195.094,-129290.969,-129423.047,-129518.703
30.342,-126593.93,-126689.914,-126824.805,-126920.562
30.352,-124010.852,-124087.234,-124244.484,-124320.672
30.362,-121900.312,-121948.93,-122135.617,-122184.094
30.372,-120300.148,-120326.328,-120535.961,-120562.039
30.382,-119399.414,-119389.742,-119634.109,-119624.406
30.392,-119368.961,-119331.203,-119600.617,-119562.891
30.402,-119803.289,-119758.016,-120030.797,-119985.555
30.412,-120560.289,-120501.648,-120782.852,-120724.266
30.422,-121596.25,-121533.922,-121813.195,-121750.922
30.432,-122955.617,-122876.609,-123166.273,-123087.344
30.442,-125213.992,-125103.711,-125416.82,-125306.656
30.452,-127526.375,-127455.734,-127721.367,-127650.781
30.462,-128277.281,-128274.68,-128466.719,-128464.055
30.472,-128067.914,-128063.367,-128252.977,-128248.367
30.482,-128579.57,-128532.25,-128759.023,-128711.703
30.492,-130076.219,-130009.039,-130248.633,-130181.469
30.502,-131933.453,-131867.031,-132098.344,-132031.922
30.512,-133835.469,-133774.547,-133992.797,-133931.859
30.522,-135460.969,-135421.453,-135611.047,-135571.5
30.532,-136548.484,-136529.203,-136691.859,-136672.516
30.542,-137328.234,-137315.391,-137465.125,-137452.203
30.552,-137857.781,-137858.359,-137988.328,-137988.812
30.562,-138050.453,-138063.641,-138174.844,-138187.922
30.572,-137564.375,-137614.078,-137683.016,-137732.578
30.582,-135484.438,-135600.469,-135598.438,-135714.281
30.592,-131603.094,-131763.422,-131713.625,-131873.719
30.602,-126613.828,-126786.852,-126721.414,-126894.188
30.612,-121403.57,-121560.664,-121508.016,-121664.859
30.622,-115889.336,-116061.062,-115990.445,-116161.914
30.632,-109537.227,-109720.609,-109635.266,-109818.367
30.642,-103150.039,-103293.188,-103244.5,-103387.391
30.652,-97814.3906,-97900.1484,-97903.7188,-97989.2812
30.662,-93245.7031,-93314.0703,-93328.5234,-93396.6953
30.672,-88285.7656,-88369.7734,-88361.625,-88445.4297
30.682,-83130.8594,-83186.2344,-83198.9844,-83254.1641
30.692,-78445.25,-78465.6406,-78504.1953,-78524.4141
30.702,-75331.6484,-75259.4688,-75379.2109,-75306.9141
30.712,-73798.6953,-73706.3281,-73833.1406,-73740.6484
30.722,-71745.375,-71691.5938,-71766.25,-71712.3047
30.732,-70146.4375,-70015.7656,-70152.875,-70022.0312
30.742,-71385.2344,-71146.5781,-71376.9062,-71138.0312
30.752,-75724.2891,-75412.6797,-75702.5547,-75390.6797
30.762,-81539.4844,-81244.625,-81506.3047,-81211.1484
30.772,-86868.9375,-86637.1172,-86825.5,-86593.3906
30.782,-91127.7812,-90948.9766,-91074.6016,-90895.5391
30.792,-94707.25,-94557.9609,-94644.7422,-94495.1953
30.802,-97853.6172,-97733.3906,-97782.125,-97661.6641
30.812,-100439.938,-100349.32,-100359.586,-100268.758
30.822,-102861.633,-102768.953,-102772.75,-102679.844
30.832,-106100.508,-105973.812,-106004.227,-105877.273
30.842,-110252.812,-110121.93,-110150.414,-110019.281
30.852,-113821.133,-113746.484,-113712.547,-113637.711
30.862,-116755.906,-116682.312,-116640.953,-116567.164
30.872,-120304.805,-120206.969,-120184.445,-120086.398
30.882,-124278.367,-124188.922,-124153.391,-124063.742
30.892,-128069.82,-127994.086,-127940.375,-127864.469
30.902,-132075.75,-131986.359,-131942.391,-131852.828
30.912,-136326.141,-136249.328,-136189.391,-136112.438
30.922,-139772.016,-139742.203,-139631.391,-139601.469
30.932,-142647.562,-142617.969,-142502.75,-142473.062
30.942,-145600.547,-145573.734,-145451.891,-145425
30.952,-148225.953,-148223.109,-148073.391,-148070.484
30.962,-149956.781,-149992.531,-149799.625,-149835.344
30.972,-150606.938,-150676.156,-150444.266,-150513.5
30.982,-150322.953,-150416.844,-150153.906,-150247.844
30.992,-149395.062,-149503.109,-149219,-149327.141
31.002,-147441.25,-147594.359,-147256.984,-147410.25
31.012,-143997.719,-144188.219,-143803.219,-143993.938
31.022,-139811.828,-139997.938,-139605.703,-139792.047
31.032,-135375.375,-135559.266,-135156.719,-135340.859
31.042,-131120.438,-131270.984,-130888.922,-131039.711
31.052,-127509.172,-127627.562,-127265.383,-127383.961
31.062,-124690.445,-124764.32,-124435.484,-124509.477
31.072,-123380.242,-123383.18,-123117.023,-123119.93
31.082,-123638.586,-123602.992,-123370.516,-123334.805
31.092,-124023.727,-124011.5,-123751.281,-123738.992
31.102,-124106.789,-124086.008,-123829.547,-123808.688
31.112,-125060.461,-124994.562,-124780.586,-124714.508
31.122,-126662.281,-126600.227,-126381.414,-126319.203
31.132,-128048.086,-128001.578,-127766.008,-127719.375
31.142,-128843.008,-128823.898,-128558.68,-128539.516
31.152,-129164.289,-129151.398,-128876.953,-128864.023
31.162,-129397,-129385.641,-129106.711,-129095.32
31.172,-129506.938,-129498.602,-129213.672,-129205.32
31.182,-129959.648,-129928.922,-129664.43,-129633.633
31.192,-130428.008,-130418.047,-130131.117,-130121.133
31.202,-130495.148,-130488.438,-130195.945,-130189.234
31.212,-130867.844,-130841.531,-130567.289,-130540.93
31.222,-131270.375,-131262.219,-130968.781,-130960.625
31.232,-131045.641,-131060.469,-130741.844,-130756.727
31.242,-130245.438,-130274.953,-129938.367,-129967.984
31.252,-128918.703,-128966.195,-128607.367,-128655
31.262,-126754.75,-126834.625,-126437.273,-126517.391
31.272,-123421.617,-123534.055,-123095.086,-123207.867
31.282,-119532.617,-119633.242,-119195.328,-119296.281
31.292,-116045.68,-116116.203,-115698.445,-115769.219
31.302,-112938.953,-112993.797,-112582.664,-112637.727
31.312,-110673.078,-110673.242,-110310.297,-110310.508
31.322,-109679.961,-109643.984,-109314.93,-109278.875
31.332,-109123.344,-109087.906,-108757.734,-108722.227
31.342,-108787.461,-108736.219,-108422.305,-108370.938
31.352,-109011.555,-108938.391,-108648.977,-108575.625
31.362,-110307.625,-110194.586,-109951.336,-109837.977
31.372,-112040.188,-111948.477,-111691.609,-111599.672
31.382,-113089.211,-113031.617,-112746.367,-112688.672
31.392,-113428.68,-113396.602,-113089.703,-113057.602
31.402,-112984.664,-112977.281,-112647.539,-112640.211
31.412,-113253.508,-113176.602,-112920.633,-112843.578
31.422,-115590.062,-115455.117,-115267.438,-115132.203
31.432,-119012.031,-118872.414,-118702.266,-118562.375
31.442,-122791.672,-122651.07,-122495.148,-122354.305
31.452,-126666.109,-126542.797,-126382.484,-126259.008
31.462,-129701.602,-129637.258,-129428.648,-129364.266
31.472,-130904.219,-130912.734,-130638.07,-130646.719
31.482,-131018.461,-131031.578,-130757.148,-130770.414
31.492,-131629.844,-131610.469,-131374.547,-131355.266
31.502,-132899.844,-132868.25,-132651.969,-132620.422
31.512,-134889.562,-134826.125,-134650.422,-134587
31.522,-137792.172,-137707.516,-137563.219,-137478.562
31.532,-141250.391,-141158.859,-141032.266,-140940.719
31.542,-144987.812,-144896.031,-144780.562,-144688.797
31.552,-148818.266,-148733.766,-148621.672,-148537.188
31.562,-152320,-152262.312,-152133.297,-152075.672
31.572,-155083.625,-155054.062,-154905.719,-154876.25
31.582,-157762.406,-157719.172,-157593.047,-157549.922
31.592,-160686.156,-160649.062,-160525.484,-160488.484
31.602,-162967.922,-162973.172,-162815.172,-162820.547
31.612,-163815.891,-163877.141,-163669.719,-163731.172
31.622,-163139.75,-163243.641,-162998.969,-163103.094
31.632,-161509.078,-161625.844,-161373.062,-161490.078
31.642,-159699.938,-159805.359,-159568.781,-159674.422
31.652,-158046.594,-158142.562,-157920.641,-158016.812
31.662,-156243.438,-156348.594,-156122.781,-156228.172
31.672,-153738.953,-153868.844,-153623.312,-153753.438
31.682,-150518.547,-150655.453,-150407.672,-150544.828
31.692,-147252.172,-147370.766,-147146.328,-147265.156
31.702,-144052.188,-144168.594,-143951.734,-144068.359
31.712,-140629.203,-140743.703,-140534.312,-140649.031
31.722,-137366.438,-137455.562,-137277.531,-137366.875
31.732,-134592.781,-134660.812,-134510.516,-134578.734
31.742,-131931.234,-131997.031,-131856,-131921.984
31.752,-129417.453,-129462.367,-129349.641,-129394.719
31.762,-127407.664,-127427.547,-127347.82,-127367.859
31.772,-126260.633,-126235.109,-126209.375,-126183.984
31.782,-126965.289,-126859.086,-126923.375,-126817.281
31.792,-129834.406,-129671.93,-129802.273,-129639.891
31.802,-133962.797,-133787.25,-133940.219,-133764.766
31.812,-138354.891,-138196.656,-138341.312,-138183.188
31.822,-142104.969,-141993.422,-142099.812,-141988.375
31.832,-144681.25,-144618.281,-144684.078,-144621.219
31.842,-146180.141,-146154.562,-146190.703,-146165.25
31.852,-146552.719,-146569.906,-146570.969,-146588.266
31.862,-146128.875,-146156.172,-146154.859,-146182.266
31.872,-145774.594,-145787.984,-145808.266,-145821.766
31.882,-145529.625,-145546.594,-145570.938,-145588
31.892,-145265.984,-145278.281,-145314.859,-145327.266
31.902,-145104.625,-145115.484,-145160.984,-145171.922
31.912,-144643.094,-144672.062,-144706.984,-144736.031
31.922,-143897.625,-143924.297,-143969.125,-143995.875
31.932,-143302.812,-143318.734,-143381.812,-143397.828
31.942,-143038.531,-143038.344,-143124.797,-143124.703
31.952,-143463.297,-143433.781,-143556.266,-143526.859
31.962,-144412.078,-144378.75,-144511.25,-144478.031
31.972,-145384.078,-145353.812,-145489.234,-145459.078
31.982,-146608.359,-146564.203,-146719.094,-146675.047
31.992,-148079.469,-148032.797,-148195.375,-148148.797
32.002,-150489.219,-150386.969,-150609.297,-150507.203
32.012,-154746.859,-154592.75,-154869.406,-154715.484
32.022,-159731.047,-159591.562,-159855.25,-159715.922
32.032,-164692.688,-164558.516,-164818.312,-164684.297
32.042,-169473.547,-169364.719,-169600.516,-169491.828
32.052,-173521.922,-173451.875,-173650.562,-173580.609
32.062,-176480.297,-176455.672,-176611.188,-176586.609
32.072,-178356.234,-178362.5,-178489.938,-178496.234
32.082,-179893.031,-179896.938,-180029.594,-180033.516
32.092,-181130.609,-181157.969,-181270.047,-181297.422
32.102,-181656.047,-181702.125,-181798.719,-181844.781
32.112,-182224.609,-182248.188,-182370.297,-182393.891
32.122,-183197.594,-183213.875,-183345.812,-183362.109
32.132,-184337.719,-184346.594,-184488.141,-184497.031
32.142,-185768.25,-185765.484,-185920.453,-185917.719
32.152,-187298.453,-187301.016,-187452.188,-187454.75
32.162,-188497.281,-188516.906,-188652.625,-188672.234
32.172,-189100.688,-189139.703,-189257.938,-189296.938
32.182,-189464.375,-189497.047,-189623.562,-189656.219
32.192,-189996.438,-190020.953,-190157.266,-190181.766
32.202,-190695.484,-190711.688,-190857.641,-190873.828
32.212,-191852.219,-191842.344,-192015.141,-192005.25
32.222,-193963.719,-193917.047,-194126.438,-194079.797
32.232,-196921.281,-196858.156,-197082.969,-197019.891
32.242,-200208.5,-200146.188,-200368.766,-200306.5
32.252,-203247.922,-203208.484,-203406.875,-203367.453
32.262,-205552.531,-205542.781,-205710.609,-205700.844
32.272,-207310.797,-207310.422,-207468.266,-207467.875
32.282,-208914.594,-208916.203,-209071.438,-209073.016
32.292,-210434.484,-210440.453,-210590.641,-210596.578
32.302,-211628.297,-211649.188,-211783.844,-211804.703
32.312,-212605.359,-212623.875,-212760.328,-212778.797
32.322,-213628.453,-213644.547,-213782.672,-213798.719
32.332,-214652.438,-214666.938,-214805.766,-214820.219
32.342,-215881.234,-215882.375,-216033.406,-216034.5
32.352,-217354.281,-217350.938,-217505.016,-217501.625
32.362,-218981.062,-218970.078,-219130.141,-219119.109
32.372,-221021.828,-220990.156,-221168.859,-221137.172
32.382,-223893.141,-223828.453,-224037.516,-223972.828
32.392,-227813.25,-227717.641,-227954.281,-227858.688
32.402,-232471.75,-232367.609,-232609,-232504.875
32.412,-237112.234,-237027.219,-237245.766,-237160.75
32.422,-241320.812,-241254.328,-241450.891,-241384.391
32.432,-245200.109,-245146.109,-245326.906,-245272.891
32.442,-248671.688,-248638,-248795.406,-248761.688
32.452,-251666.281,-251648.219,-251787.156,-251769.047
32.462,-254217.812,-254216.781,-254336,-254334.938
32.472,-256154.938,-256178.219,-256270.703,-256293.906
32.482,-257335.469,-257382.516,-257449.078,-257496.047
32.492,-257854.328,-257916.797,-257966,-258028.391
32.502,-257936.25,-258007,-258046.109,-258116.766
32.512,-257511.859,-257599.938,-257620.031,-257708.016
32.522,-256481.359,-256581.562,-256588.031,-256688.125
32.532,-255134.766,-255234.188,-255239.969,-255339.297
32.542,-253455.625,-253565.938,-253559.422,-253669.625
32.552,-251322.141,-251436.844,-251424.625,-251539.234
32.562,-249188.172,-249285.359,-249289.281,-249386.359
32.572,-247346.859,-247430.375,-247446.375,-247529.797
32.582,-245554.703,-245635,-245652.531,-245732.75
32.592,-243971.375,-244030.141,-244067.375,-244126.062
32.602,-242892.859,-242931.766,-242986.766,-243025.609
32.612,-242115.094,-242147.516,-242206.734,-242239.078
32.622,-241250.688,-241292.172,-241340.031,-241381.453
32.632,-239662.609,-239735.766,-239749.875,-239822.953
32.642,-237327.438,-237410.75,-237412.828,-237496.062
32.652,-234568.953,-234660.234,-234652.531,-234743.734
32.662,-231533.438,-231620.484,-231615.234,-231702.188
32.672,-228894.562,-228949.594,-228974.375,-229029.328
32.682,-226717.953,-226766.375,-226795.562,-226843.906
32.692,-224290.312,-224351.266,-224365.734,-224426.609
32.702,-221713.328,-221763.031,-221786.531,-221836.172
32.712,-219433.422,-219467.562,-219504.266,-219538.344
32.722,-217420.156,-217444.797,-217488.5,-217513.094
32.732,-215657.891,-215670.141,-215723.625,-215735.812
32.742,-214189.938,-214191.391,-214252.938,-214254.328
32.752,-212994.281,-212986.844,-213054.422,-213046.938
32.762,-211929.172,-211921.844,-211986.406,-211979.031
32.772,-210748.938,-210747.953,-210803.281,-210802.25
32.782,-209567.031,-209557.297,-209618.469,-209608.703
32.792,-209027.625,-208984.516,-209076.016,-209032.859
32.802,-209491.875,-209418.453,-209537,-209463.531
32.812,-210934.938,-210834.016,-210976.656,-210875.703
32.822,-213217.172,-213100.062,-213255.406,-213138.281
32.832,-215964.641,-215847.906,-215999.438,-215882.688
32.842,-218682.031,-218582.328,-218713.531,-218613.812
32.852,-221067.406,-220986.609,-221095.781,-221014.953
32.862,-223168.641,-223100.766,-223194.031,-223126.125
32.872,-225002.094,-224950.188,-225024.641,-224972.703
32.882,-226386.719,-226357.953,-226406.562,-226377.734
32.892,-227073.188,-227072.312,-227090.453,-227089.547
32.902,-227263.406,-227269.734,-227278.219,-227284.5
32.912,-227462.312,-227463.078,-227474.734,-227475.453
32.922,-227718.344,-227720.812,-227728.422,-227730.859
32.932,-228029.078,-228025.422,-228036.906,-228033.219
32.942,-228713.875,-228694.328,-228719.516,-228699.938
32.952,-229611.812,-229595.25,-229615.344,-229598.75
32.962,-230582.656,-230559.188,-230584.172,-230560.672
32.972,-232002.172,-231962.172,-232001.766,-231961.734
32.982,-233460.312,-233440.234,-233458.062,-233437.969
32.992,-234045.781,-234065.5,-234041.797,-234061.484
33.002,-233727.672,-233768.672,-233722.016,-233762.984
33.012,-232755.797,-232817.078,-232748.516,-232809.766
33.022,-231070.953,-231151.062,-231062.078,-231142.156
33.032,-229135.562,-229205.641,-229125.141,-229195.188
33.042,-227330.938,-227395.188,-227319.031,-227383.25
33.052,-225338.25,-225411.141,-225324.891,-225397.766
33.062,-223088.781,-223159.797,-223074.031,-223145.016
33.072,-220996.328,-221049.812,-220980.219,-221033.688
33.082,-219276.109,-219314.641,-219258.75,-219297.266
33.092,-217775.766,-217808.203,-217757.234,-217789.656
33.102,-216267.797,-216300.578,-216248.156,-216280.922
33.112,-214785.125,-214808.938,-214764.438,-214788.234
33.122,-213776.453,-213774.156,-213754.828,-213752.516
33.132,-213334.562,-213319.984,-213312.141,-213297.547
33.142,-212935.078,-212928.656,-212911.922,-212905.484
33.152,-212356.859,-212354.469,-212333.031,-212330.625
33.162,-211600.016,-211605.891,-211575.562,-211581.422
33.172,-210508.25,-210524.625,-210483.203,-210499.562
33.182,-209442.531,-209442.828,-209416.953,-209417.25
33.192,-209078.344,-209047.125,-209052.391,-209021.156
33.202,-209516.422,-209465.719,-209490.266,-209439.547
33.212,-210272.484,-210223.516,-210246.219,-210197.25
33.222,-211060.047,-211011.5,-211033.75,-210985.188
33.232,-212070.594,-212011.781,-212044.359,-211985.547
33.242,-213606.5,-213530.469,-213580.453,-213504.406
33.252,-215549.422,-215473.359,-215523.641,-215447.578
33.262,-217282.203,-217227.375,-217256.75,-217201.922
33.272,-218712.078,-218662.484,-218686.953,-218637.359
33.282,-220359.875,-220297.641,-220335.141,-220272.906
33.292,-222458.891,-222387.906,-222434.656,-222363.672
33.302,-224595.078,-224539.188,-224571.375,-224515.5
33.312,-226155.203,-226129.266,-226132.031,-226106.094
33.322,-226971.953,-226970.5,-226949.25,-226947.812
33.332,-227153.125,-227170.938,-227130.875,-227148.719
33.342,-226882.719,-226910.578,-226860.922,-226888.797
33.352,-226282.625,-226319.516,-226261.312,-226298.219
33.362,-225413.844,-225454.219,-225393,-225433.406
33.372,-224556.609,-224588.672,-224536.297,-224568.375
33.382,-223744.859,-223777.438,-223725.109,-223757.703
33.392,-222844,-222876.797,-222824.844,-222857.672
33.402,-221910.672,-221941.406,-221892.156,-221922.922
33.412,-220898.484,-220930.672,-220880.625,-220912.844
33.422,-219966.906,-219988.047,-219949.75,-219970.906
33.432,-219202.359,-219221.172,-219185.969,-219204.797
33.442,-218181.578,-218214.562,-218165.953,-218198.938
33.452,-216912.031,-216942.125,-216897.172,-216927.281
33.462,-215833.812,-215850.328,-215819.766,-215836.297
33.472,-215012.828,-215021.062,-214999.641,-215007.906
33.482,-214513.562,-214505.125,-214501.297,-214492.875
33.492,-214608.922,-214576.906,-214597.609,-214565.609
33.502,-215425.172,-215368.609,-215414.875,-215358.328
33.512,-217276.172,-217182.203,-217266.922,-217172.969
33.522,-219948.281,-219848.062,-219940.125,-219839.922
33.532,-222544.953,-222466.312,-222537.875,-222459.25
33.542,-224658.906,-224602.062,-224652.875,-224596.047
33.552,-226226.719,-226191.062,-226221.703,-226186.078
33.562,-227602.969,-227565.703,-227599,-227561.75
33.572,-228976.172,-228946.797,-228973.203,-228943.859
33.582,-230001.469,-229990.375,-229999.516,-229988.438
33.592,-230608.734,-230610.156,-230607.797,-230609.234
33.602,-230842.109,-230855.609,-230842.172,-230855.688
33.612,-230925.484,-230936.859,-230926.562,-230937.969
33.622,-230934.531,-230953.703,-230936.641,-230955.828
33.632,-230382.547,-230427.469,-230385.688,-230430.625
33.642,-229280.141,-229330.188,-229284.344,-229334.422
33.652,-228284.375,-228316.375,-228289.656,-228321.656
33.662,-227871.281,-227878.781,-227877.609,-227885.125
33.672,-227910.5,-227910.109,-227917.875,-227917.5
33.682,-228025.125,-228025.391,-228033.562,-228033.828
33.692,-228239.594,-228232.109,-228249.062,-228241.594
33.702,-228715.031,-228698.328,-228725.531,-228708.844
33.712,-229455.891,-229432.062,-229467.406,-229443.594
33.722,-230385.938,-230358.078,-230398.438,-230370.594
33.732,-231590.438,-231549.672,-231603.906,-231563.156
33.742,-233488.781,-233419.125,-233503.156,-233433.516
33.752,-236273.875,-236183.234,-236289.078,-236198.453
33.762,-239332.531,-239255.016,-239348.531,-239271.031
33.772,-241831.141,-241787.438,-241847.969,-241804.281
33.782,-243375.484,-243367.688,-243393.188,-243385.391
33.792,-244128.297,-244141.578,-244146.922,-244160.203
33.802,-244176.594,-244216.719,-244196.172,-244236.297
33.812,-243310.203,-243379.047,-243330.812,-243399.672
33.822,-241866.234,-241938.75,-241887.938,-241960.453
33.832,-240214.969,-240289.531,-240237.781,-240312.359
33.842,-238434.297,-238504.125,-238458.25,-238528.078
33.852,-237034.656,-237073.234,-237059.719,-237098.297
33.862,-236776.5,-236764.281,-236802.547,-236790.328
33.872,-237870.5,-237818.766,-237897.375,-237845.656
33.882,-239813.906,-239748.328,-239841.5,-239775.938
33.892,-242115.016,-242045.125,-242143.266,-242073.391
33.902,-244699.203,-244623.578,-244728.062,-244652.453
33.912,-247394.125,-247327.109,-247423.562,-247356.562
33.922,-249637.047,-249599.688,-249667.109,-249629.75
33.932,-251025.422,-251021.406,-251056.172,-251052.156
33.942,-251456.062,-251484.344,-251487.625,-251515.906
33.952,-251080.047,-251127.781,-251112.5,-251160.234
33.962,-250201,-250259.375,-250234.406,-250292.766
33.972,-248802.109,-248878.047,-248836.547,-248912.469
33.982,-246773.469,-246864.203,-246809.031,-246899.734
33.992,-244375.375,-244464.141,-244412.109,-244500.859
34.002,-242186.188,-242250.219,-242224.062,-242288.094
34.012,-240888.859,-240909.219,-240927.75,-240948.109
34.022,-240673.891,-240661.031,-240713.609,-240700.766
34.032,-241214.203,-241182.016,-241254.641,-241222.453
34.042,-242386.703,-242333.422,-242427.703,-242374.422
34.052,-244247.172,-244175.281,-244288.609,-244216.734
34.062,-246494.109,-246423.438,-246535.906,-246465.25
34.072,-248542.812,-248492.234,-248584.984,-248534.406
34.082,-250016.359,-249990.625,-250058.969,-250033.234
34.092,-250865.875,-250861.453,-250909.016,-250904.594
34.102,-251104.266,-251122.312,-251148.031,-251166.062
34.112,-250477.391,-250528.531,-250521.906,-250573.031
34.122,-248996.172,-249065.531,-249041.562,-249110.906
34.132,-247065.047,-247139.969,-247111.406,-247186.297
34.142,-244712.5,-244800.391,-244759.891,-244847.75
34.152,-241886.906,-241981.906,-241935.438,-242030.406
34.162,-238793.422,-238886.359,-238843.141,-238936.047
34.172,-235754.375,-235832.219,-235805.25,-235883.078
34.182,-233134.375,-233188.422,-233186.344,-233240.375
34.192,-230956.406,-230993.797,-231009.359,-231046.719
34.202,-229341.25,-229351.281,-229395.047,-229405.062
34.212,-228261.75,-228260.703,-228316.234,-228315.188
34.222,-227216.359,-227219.391,-227271.5,-227274.531
34.232,-226329.594,-226316.672,-226385.344,-226372.422
34.242,-225855.219,-225831.578,-225911.438,-225887.781
34.252,-225525.547,-225503.969,-225582.156,-225560.578
34.262,-225074.234,-225060.188,-225131.234,-225117.188
34.272,-224421.344,-224413.578,-224478.75,-224470.984
34.282,-223709.375,-223700.109,-223767.156,-223757.891
34.292,-222992.078,-222984.5,-223050.203,-223042.625
34.302,-222286.047,-222275.844,-222344.469,-222334.266
34.312,-221659.531,-221648.547,-221718.203,-221707.219
34.322,-220798.484,-220803.672,-220857.406,-220862.594
34.332,-219519.297,-219534.266,-219578.547,-219593.516
34.342,-218106.422,-218118.016,-218166,-218177.578
34.352,-216869.969,-216870.953,-216929.781,-216930.734
34.362,-215860.906,-215855.766,-215920.828,-215915.672
34.372,-214954.203,-214947.062,-215014.156,-215007
34.382,-214113.688,-214104.156,-214173.609,-214164.078
34.392,-213273.5,-213266.25,-213333.328,-213326.078
34.402,-212369.969,-212364.172,-212429.672,-212423.859
34.412,-211478.859,-211470.438,-211538.375,-211529.953
34.422,-210673.594,-210662.891,-210732.844,-210722.141
34.432,-209769.469,-209767.281,-209828.422,-209826.219
34.442,-208659.984,-208661.922,-208718.641,-208720.578
34.452,-207479.531,-207482.203,-207537.844,-207540.5
34.462,-206083.812,-206098.141,-206141.781,-206156.109
34.472,-204350.25,-204372.641,-204407.906,-204430.281
34.482,-202327.344,-202357.859,-202384.703,-202415.188
34.492,-199912.891,-199954.828,-199970,-200011.906
34.502,-197296.984,-197333.438,-197353.812,-197390.25
34.512,-194885.734,-194906.625,-194942.172,-194963.047
34.522,-192928.953,-192928.344,-192984.797,-192984.156
34.532,-191646,-191617.734,-191700.953,-191672.688
34.542,-191236.203,-191177.719,-191289.969,-191231.5
34.552,-191606.375,-191531.062,-191658.688,-191583.375
34.562,-192319.953,-192244.812,-192370.656,-192295.531
34.572,-193194.109,-193115.969,-193243.125,-193165
34.582,-194338.688,-194256.047,-194385.922,-194303.281
34.592,-195508.484,-195439.734,-195553.875,-195485.125
34.602,-196126.203,-196087.766,-196169.875,-196131.422
34.612,-196144.797,-196122.312,-196186.797,-196164.312
34.622,-195785.609,-195775.531,-195826,-195815.906
34.632,-195235.562,-195226.781,-195274.312,-195265.516
34.642,-194718.344,-194708.625,-194755.375,-194745.656
34.652,-193938.562,-193947.312,-193973.891,-193982.641
34.662,-192613.609,-192638.141,-192647.266,-192671.781
34.672,-190954.656,-190982.188,-190986.641,-191014.156
34.682,-189281.156,-189302.312,-189311.391,-189332.531
34.692,-187742.391,-187756.078,-187770.781,-187784.453
34.702,-186405.156,-186409.938,-186431.625,-186436.391
34.712,-185105.938,-185113.344,-185130.422,-185137.797
34.722,-183824.062,-183823.484,-183846.5,-183845.891
34.732,-182945.047,-182925.203,-182965.328,-182945.453
34.742,-182367.672,-182346.906,-182385.719,-182364.953
34.752,-181689.844,-181677.844,-181705.656,-181693.641
34.762,-180606.203,-180611.266,-180619.766,-180624.812
34.772,-179267.5,-179270.688,-179278.781,-179281.953
34.782,-178023.984,-178021.391,-178032.953,-178030.328
